AQW00061705       11565C
USC00311949        4600Q
USC00311975        4816S
USC00312102        3429R
USC00312200        3482R
USC00312238        3703R
USC00312500        4804R
USC00312515        4168R
USC00312560        4874Q
USC00312635        5008S
USC00312719        4935R
USC00312732        5106R
USC00312837        3587Q
USC00312940        4421Q
USC00312993        4469Q
USC00313017        5006S
USC00313072        2585Q
USC00313101        3265R
USC00313106        3404R
USC00313150        4291R
USC00313152        4047Q
USC00313228        3274S
USC00313356        4809R
USC00313565        1740R
USC00313638        5124S
USC00313784        5051R
USC00313919        4461Q
USC00313921        3489Q
USC00313969        4077R
USC00313976        3713R
USC00314055        2598S
USC00314063        4830S
USC00314144        4558R
USC00314260        4026R
USC00314456        4397R
USC00314464        4647S
USC00314471        5206Q
USC00314496        2530S
USC00314684        4825R
USC00314689        5598R
USC00314788        2651R
USC00314860        5316S
USC00314938        4143S
USC00314962        4670R
USC00314970        4472S
USC00314996        4401C
USC00315116        5190S
USC00315123        4344S
USC00315175        5067Q
USC00315177        5182R
USC00315340        4034R
USC00315356        3258S
USC00315743        3963S
USC00315771        4904C
USC00315820        5102Q
USC00315830        5539R
USC00315838        4044R
USC00315890        3559S
USC00315923         990S
USC00315996        4235R
USC00316001        3813R
USC00316122        4347Q
USC00316256        3815S
USC00316341        3280S
USC00316349        5138R
USC00316422        4803Q
USC00316507        4030R
USC00316510        4469R
USC00316676        5192Q
USC00316805        3327R
USC00316853        5133S
USC00317056        4734R
USC00317074        4916S
USC00317079        4862R
USC00317170        5473Q
USC00317202        4235S
USC00317319        4587R
USC00317346        3107Q
USC00317516        3974R
USC00317548        3971R
USC00317615        4591S
USC00317618        4211S
USC00317656        4791S
USC00317813        5518Q
USC00317845        4359R
USC00317924        4466R
USC00317994        4622S
USC00318113        5854R
USC00318158        3093Q
USC00318221        2622Q
USC00318292        3779S
USC00318380        5048Q
USC00318448        2505R
USC00318492        3875R
USC00318500        4725R
USC00318519        4459R
USC00318694        2337S
USC00318744        4478S
USC00318964        4844S
USC00319026        5031Q
USC00319081        4634R
USC00319100        5366Q
USC00319123        3995C
USC00319147        2894S
USC00319357        5133R
USC00319423        5441S
USC00319440        4741S
USC00319461        5576Q
USC00319467        5364S
USC00319476        5007S
USC00319555        3956S
USC00319675        3887S
USC00319704        4433R
USC00320127        2273R
USC00320209        2353R
USC00320382        2238S
USC00320590        2162R
USC00320626        1557R
USC00320766        2343R
USC00320767        2158Q
USC00320817        2161Q
USC00320941        1877S
USC00320961        1793R
USC00320995        2065S
USC00321052        2316R
USC00321225        2221R
USC00321360        1978R
USC00321362        2177R
USC00321370        2102R
USC00321408        2306R
USC00321435        1834S
USC00321456        2311R
USC00321686        2227R
USC00321766        1944S
USC00321871        2075C
USC00322188        1983S
USC00322193        2114S
USC00322304        2088S
USC00322365        2068R
USC00322482        2219R
USC00322525        1760S
USC00322536        2413R
USC00322605        2471R
USC00322695        2399R
USC00322809        2263S
USC00322949        2223R
USC00323004        2165R
USC00323117        2413S
USC00323196        1733S
USC00323207        2416R
USC00323217        2127R
USC00323287        2347S
USC00323309        2318R
USC00323376        1974S
USC00323594        2477R
USC00323621        2231R
USC00323686        2313R
USC00323705        2107R
USC00323908        2403R
USC00323963        1919S
USC00324013        2082R
USC00324083        2048R
USC00324091        2243R
USC00324102        1989R
USC00324178        2072R
USC00324180        2158Q
USC00324203        2268R
USC00324343        1802R
USC00324418        2190S
USC00324571        2275S
USC00324646        1907S
USC00324722        2111R
USC00324937        2434S
USC00324958        1661S
USC00325013        2031R
USC00325078        1885R
USC00325186        2500Q
USC00325210        2352R
USC00325211        2257Q
USC00325220        2452R
USC00325479        2245S
USC00325638        2119R
USC00325660        2155R
USC00325710        2461S
USC00325730        2137S
USC00325754        2511S
USC00325764        2095R
USC00325813        2294R
USC00325848        1881R
USC00325993        2023S
USC00326015        2507R
USC00326025        1792R
USC00326155        2155S
USC00326255        2192S
USC00326315        2186S
USC00326365        2106S
USC00326620        2267R
USC00326857        2333R
USC00327027        1945S
USC00327047        2296R
USC00327281        1761R
USC00327311        2312S
USC00327530        2368C
USC00327585        2136Q
USC00327655        1796Q
USC00327664        1483S
USC00327704        1925S
USC00327986        2007R
USC00328276        1757S
USC00328366        2202R
USC00328415        2115R
USC00328660        2189Q
USC00328737        2161R
USC00328792        1965S
USC00328812        2254S
USC00328840        2057S
USC00328850        2209R
USC00328853        1865R
USC00328872        2180S
USC00328913        1924C
USC00328937        2080S
USC00328990        1906R
USC00329100        2583R
USC00329195        2230S
USC00329233        2045R
USC00329246        2430S
USC00329333        2136S
USC00329400        1765S
USC00329430        2481S
USC00329445        1700S
USC00329455        2047R
USC00329515        2008R
USC00330061        3222R
USC00330256        2784R
USC00330264        2696R
USC00330279        3147R
USC00330430        3006R
USC00330563        3085S
USC00330676        3293R
USC00330862        2946S
USC00331042        2908Q
USC00331072        2874S
USC00331152        2735R
USC00331175        2915Q
USC00331197        3420S
USC00331245        2440R
USC00331288        3211R
USC00331390        3279S
USC00331404        3037S
USC00331458        2371C
USC00331515        3618R
USC00331528        3461R
USC00331536        3651S
USC00331541        2727S
USC00331550        3689S
USC00331592        3396S
USC00331783        3457R
USC00331890        3082S
USC00331905        3156S
USC00332044        2629C
USC00332067        3851S
USC00332098        3074S
USC00332119        3219R
USC00332160        2872R
USC00332251        2523S
USC00332485        3265S
USC00332599        3305S
USC00332651        3698R
USC00332791        3278S
USC00332928        3387R
USC00332956        2578R
USC00332974        3090R
USC00332976        3142R
USC00333021        2951Q
USC00333029        4378S
USC00333375        3060S
USC00333500        3144S
USC00333722        2932R
USC00333758        3265S
USC00333780        2473S
USC00333874        3274S
USC00333987        3396R
USC00334004        3287R
USC00334189        3199S
USC00334260        2836R
USC00334383        2965R
USC00334403        3511R
USC00334551        3157S
USC00334672        2950R
USC00334681        3068R
USC00334874        2763S
USC00334927        3364S
USC00334942        2925S
USC00334979        3350S
USC00335041        3120S
USC00335188        3627Q
USC00335268        3567R
USC00335297        2726R
USC00335315        2665S
USC00335356        3164R
USC00335438        2817S
USC00335669        3041R
USC00335747        2982S
USC00335857        2866S
USC00335894        2985R
USC00335939        3297R
USC00336118        2967R
USC00336196        2819S
USC00336389        3071R
USC00336405        3077S
USC00336465        2881S
USC00336600        3454S
USC00336650        3437Q
USC00336781        3709S
USC00336882        3106R
USC00337120        3052R
USC00337559        2935Q
USC00337693        3029S
USC00337857        3806R
USC00337935        3112S
USC00338025        3118S
USC00338313        3115S
USC00338366        3405R
USC00338534        3048S
USC00338552        3111S
USC00338609        3220S
USC00338769        2511C
USC00338794        3344R
USC00338810        3205R
USC00338822        2780S
USC00338830        3480S
USC00338951        3487S
USC00339219        3224S
USC00339299        3010Q
USC00339312        2816S
USC00339361        3486R
USC00340010        4954Q
USC00340017        5216S
USC00340028        4399Q
USC00340179        5327S
USC00340184        5491S
USC00340193        4477R
USC00340224        4756S
USC00340256        5116R
USC00340292        5857R
USC00340332        4147R
USC00340391        5192Q
USC00340535        4844R
USC00340546        4612Q
USC00340567        4286R
USC00340593        4234S
USC00340755        4671S
USC00340782        4873R
USC00340818        4668R
USC00340830        4983S
USC00340908        3880S
USC00340980        5207R
USC00341144        4698S
USC00341162        5177Q
USC00341168        5212R
USC00341243        4542R
USC00341445        4719R
USC00341504        4995R
USC00341648        5048Q
USC00341684        5043R
USC00341706        5287R
USC00341724        4876S
USC00341745        5222S
USC00341750        5384S
USC00341828        4721S
USC00341902        5089R
USC00341909        4788R
USC00342011        5252Q
USC00342318        4986S
USC00342660        5294S
USC00342678        5403R
USC00342818        4712R
USC00342849        4686R
USC00342912        4937S
USC00342944        4640S
USC00342993        5609R
USC00343286        5375Q
USC00343304        4294S
USC00343353        5357R
USC00343358        4374R
USC00343489        4493S
USC00343497        4785R
USC00343628        4099S
USC00343740        4822S
USC00343821        4939S
USC00343871        4453R
USC00343884        5239R
USC00344001        5093R
USC00344019        4659S
USC00344055        4646S
USC00344098        4802Q
USC00344235        5079R
USC00344249        5119S
USC00344298        4300R
USC00344384        5119R
USC00344393        4518Q
USC00344451        5025R
USC00344567        4680R
USC00344573        4452S
USC00344672        4909S
USC00344766        4040R
USC00344812        4695R
USC00344861        4956S
USC00344975        4966R
USC00345063        5349R
USC00345216        4990R
USC00345468        5616S
USC00345509        5164S
USC00345522        5187S
USC00345563        5374S
USC00345693        5602S
USC00345713        5502R
USC00345779        4885S
USC00345855        4679R
USC00346130        5046S
USC00346139        4594S
USC00346278        4417S
USC00346386        5008R
USC00346485        5118R
USC00346629        4973S
USC00346638        5554S
USC00346670        5019R
USC00346729        4820Q
USC00346926        5225R
USC00346935        4942S
USC00347012        5011R
USC00347080        5313Q
USC00347254        5103R
USC00347309        4675R
USC00347327        5012R
USC00347390        4790R
USC00347579        4447R
USC00347862        5081S
USC00348042        5339S
USC00348285        4441R
USC00348380        5178S
USC00348501        4784S
USC00348506        4446R
USC00348677        4882R
USC00348708        4648S
USC00348769        4820Q
USC00349017        4252R
USC00349023        5024S
USC00349101        4472Q
USC00349203        4754R
USC00349247        5247R
USC00349278        5334R
USC00349364        4670S
USC00349395        5921S
USC00349404        4787S
USC00349422        4903S
USC00349445        4841R
USC00349629        5287S
USC00349634        5216R
USC00349724        4934Q
USC00350036        2280Q
USC00350118        1699R
USC00350145        1578Q
USC00350189        2809R
USC00350197        1906S
USC00350265        3267R
USC00350304        2291S
USC00350356        1132R
USC00350471        1519S
USC00350501        1710S
USC00350595        2415R
USC00350652        1864R
USC00350694        1551S
USC00350699        1626R
USC00350723        2356R
USC00350856        1673R
USC00350858        3023S
USC00350897        2513S
USC00351055        1826R
USC00351058        1677Q
USC00351067        1194S
USC00351174        2673R
USC00351433        1655S
USC00351448        3091S
USC00351546        1041R
USC00351574        1368S
USC00351643        1696S
USC00351682        1683S
USC00351765        1870S
USC00351836        1751S
USC00351862        2176S
USC00351877        2071R
USC00351897        2184R
USC00351902        1987S
USC00351914        2380Q
USC00351926        1907R
USC00351946         523S
USC00352112        2260R
USC00352135        1802R
USC00352173        2774R
USC00352292        2059S
USC00352374        1975S
USC00352406        2481S
USC00352415        1917S
USC00352440        2328S
USC00352597        1813R
USC00352632        2301Q
USC00352633        2678R
USC00352675        1027R
USC00352678        1521R
USC00352693        2258S
USC00352800        1892Q
USC00352805        2153R
USC00352867        2417Q
USC00352876        2597R
USC00352973        1259Q
USC00352997        2260S
USC00353014        1481R
USC00353038        2456R
USC00353047        2015S
USC00353095         899R
USC00353193        1521R
USC00353232        1661Q
USC00353356        1728R
USC00353402         867S
USC00353445        2884R
USC00353542        1323R
USC00353604        2060S
USC00353692        1350R
USC00353770        1979S
USC00353818        2797R
USC00353827        2382S
USC00353847        2893R
USC00353908        2710R
USC00353995        1207R
USC00354003        2251S
USC00354060        1385S
USC00354098        3329R
USC00354126        2128S
USC00354133        2875R
USC00354175        2066R
USC00354291        2146S
USC00354329        1627R
USC00354411        2155R
USC00354506        2472R
USC00354606        1916S
USC00354622        2175S
USC00354670        1830S
USC00354721        1870R
USC00354732        1498R
USC00354776        1040S
USC00354811        2186S
USC00354819        2568Q
USC00354835        1553R
USC00355020        1705R
USC00355050        2193R
USC00355055        2491S
USC00355139        1752R
USC00355142        2075S
USC00355160        2899S
USC00355162        1753R
USC00355174        1790R
USC00355204        1850Q
USC00355221        1477S
USC00355258        1445R
USC00355335        2444R
USC00355362        2253Q
USC00355384        2330S
USC00355392        3012Q
USC00355424        2483R
USC00355515        1668R
USC00355545        2320R
USC00355593        3201S
USC00355638        1920R
USC00355641        2370R
USC00355681        2425Q
USC00355711        2558Q
USC00355734        2113S
USC00355945        2600Q
USC00356151        2434R
USC00356179        2916R
USC00356213        1916S
USC00356243        1224R
USC00356252         855R
USC00356302        1705R
USC00356334        2824S
USC00356366        1467S
USC00356405        2739S
USC00356426        1900R
USC00356466        1743R
USC00356500        1528R
USC00356532        2624S
USC00356540        2350S
USC00356541        2825R
USC00356550        2798Q
USC00356634        2571S
USC00356655        2375R
USC00356749        2617R
USC00356750        2526R
USC00356784        1518S
USC00356820        2311R
USC00356853        1809R
USC00356883        1918R
USC00356907        2274S
USC00357160        2532R
USC00357169        2694S
USC00357208        2127R
USC00357277        2002S
USC00357310        2422R
USC00357331        2973S
USC00357391        2625R
USC00357466        2154R
USC00357554         942R
USC00357631        1414R
USC00357641        1190R
USC00357675         891S
USC00357736        2130R
USC00357809        1270R
USC00357817        1496R
USC00357823        2254S
USC00357857        1501R
USC00358007        1185R
USC00358029        1892R
USC00358095        2200S
USC00358173        2310S
USC00358246        1128R
USC00358407        2956R
USC00358420        1449R
USC00358466        1741S
USC00358481        2650R
USC00358494        1358S
USC00358498        1339Q
USC00358536        2068S
USC00358726        1138R
USC00358746        2001S
USC00358797        2995R
USC00358812        1614R
USC00358884        1325S
USC00358997        1822S
USC00359176        2673R
USC00359290        2308R
USC00359316        1387S
USC00359461        2540R
USC00359588        1191Q
USC00360132        2678Q
USC00360140        2629S
USC00360147        2717Q
USC00360409        2042Q
USC00360457        2716Q
USC00360560        2687Q
USC00360582        2294Q
USC00360656        3264S
USC00360763        3027R
USC00360785        2980R
USC00360868        1938R
USC00361004        2185R
USC00361080        2764R
USC00361139        2540R
USC00361212        2160S
USC00361301        2419Q
USC00361350        2055S
USC00361354        3263S
USC00361362        1812Q
USC00361480        1908Q
USC00361485        2311S
USC00361526        1780Q
USC00361534        1995R
USC00361591        3148R
USC00361705        2613S
USC00361719        2298R
USC00361790        2417R
USC00361802        2078Q
USC00361810        1768Q
USC00361838        2274R
USC00361920        3144Q
USC00362071        2819R
USC00362108        2890R
USC00362183        2443R
USC00362190        3278S
USC00362323        1983Q
USC00362470        2292S
USC00362537        3214R
USC00362574        3215Q
USC00362629        2469S
USC00362721        2614R
USC00362942        2651R
USC00363018        2180R
USC00363028        2565S
USC00363295        2476R
USC00363311        1991Q
USC00363437        3025R
USC00363451        3035R
USC00363488        3835R
USC00363526        2381R
USC00363632        3516R
USC00363662        3225R
USC00363665        3207R
USC00363698        3163R
USC00363758        2186S
USC00364019        3315R
USC00364076        3055R
USC00364159        2595Q
USC00364214        2628S
USC00364325        2377S
USC00364385        3332R
USC00364432        1804S
USC00364763        3277S
USC00364778        3281S
USC00364815        2120R
USC00364836        2689R
USC00364839        1954Q
USC00364853        2824R
USC00364896        2960S
USC00364976        2855R
USC00364992        3019S
USC00365050        2489R
USC00365109        2846S
USC00365212        3112Q
USC00365390        4002S
USC00365470        2486R
USC00365573        3039R
USC00365606        2484R
USC00365651        2605R
USC00365686        2151Q
USC00365790        2374Q
USC00365817        2505R
USC00365902        3112S
USC00365915        1992R
USC00366022        2340Q
USC00366042        2710R
USC00366194        3393S
USC00366233        2817S
USC00366238        3514R
USC00366297        3054R
USC00366370        3669R
USC00366508        3162R
USC00366649        1885Q
USC00366689        2910R
USC00366886        4239R
USC00366921        2285R
USC00366927        3296R
USC00367029        1810S
USC00367073        3354Q
USC00367103        2005Q
USC00367167        2257R
USC00367229        2529S
USC00367312        3060S
USC00367322        3458S
USC00367338        2782R
USC00367409        2757S
USC00367477        2029S
USC00367578        2813R
USC00367732        3569Q
USC00367782        2927R
USC00367931        2908C
USC00367938        2969R
USC00368011        2652R
USC00368073        3363S
USC00368184        2690S
USC00368308        2651Q
USC00368361        2302R
USC00368400        2976R
USC00368449        2858S
USC00368469        2597S
USC00368560        2176R
USC00368596        2726R
USC00368668        2791Q
USC00368868        2319R
USC00368873        2322R
USC00368888        2225S
USC00368905        2515S
USC00369050        2958S
USC00369103        3398R
USC00369298        2477S
USC00369318        2623R
USC00369367        2826R
USC00369408        1954R
USC00369464        3212R
USC00369735        3110R
USC00369933        3497S
USC00374266        2738S
USC00375215        2689R
USC00375270        2421S
USC00377581        2959R
USC00379423        2699Q
USC00380074        5595S
USC00380126        5663S
USC00380165        5121S
USC00380184        5493S
USC00380448        5966S
USC00380490        5400Q
USC00380559        6581R
USC00380635        4916Q
USC00380736        5188R
USC00380764        5653R
USC00381093        6224S
USC00381241        5473R
USC00381256        2982R
USC00381277        5060S
USC00381310        4804R
USC00381479        4691R
USC00381588        5055S
USC00381625        4328R
USC00381633        4808S
USC00381645        5219R
USC00381726        5806S
USC00381770        4731R
USC00381944        6506S
USC00381997        5781R
USC00382260        5408R
USC00382386        5125R
USC00382730        6394R
USC00382735        6372Q
USC00382757        5323Q
USC00383111        5602S
USC00383468        5774R
USC00383470        5786Q
USC00383730        5219Q
USC00383754        5118S
USC00383906        5988R
USC00383990        5205R
USC00384111        5356Q
USC00384169        6242R
USC00384581        2841Q
USC00384607        4985R
USC00384690        4582R
USC00384753        5543R
USC00384886        5635R
USC00385017        4908S
USC00385200        4955S
USC00385278        3910R
USC00385290        5027Q
USC00385306        4993R
USC00385493        5785R
USC00385509        5365R
USC00385628        5566R
USC00385633        5307S
USC00385658        5154Q
USC00385660        5194Q
USC00385946        5876R
USC00386114        5233Q
USC00386153        5184R
USC00386209        5222R
USC00386293        4220C
USC00386527        5374S
USC00386616        5200R
USC00386688        5239R
USC00386775        4932R
USC00386831        4572S
USC00386893        5731R
USC00387281        5872R
USC00387288        5491Q
USC00387589        3970R
USC00387631        5200S
USC00387666        5508S
USC00387683        5688Q
USC00387687        4541Q
USC00387722        5158C
USC00387885        4510R
USC00388188        4804R
USC00388405        6143R
USC00388426        5780R
USC00388440        5177S
USC00388472        4132Q
USC00388786        4784R
USC00388887        4471S
USC00388922        5682R
USC00389039        5864R
USC00389122        4789S
USC00389327        5237S
USC00389350        5332S
USC00389469        5703R
USC00389625        4728Q
USC00390043        2773S
USC00390120        2479Q
USC00390128        3164S
USC00390223        2192R
USC00390236        2517S
USC00390281        2599R
USC00390296        3168R
USC00390422        2349R
USC00390554        2734R
USC00390559        2695R
USC00390565        2345R
USC00390701        2577S
USC00390778        2868R
USC00391032        2769S
USC00391049        2798C
USC00391076        2324C
USC00391294        2331S
USC00391392        2929R
USC00391519        2243S
USC00391539        3071R
USC00391579        2829S
USC00391621        2883S
USC00391739        2394S
USC00391777        2350S
USC00391873        2429S
USC00391917        2499R
USC00391972        2708S
USC00392087        1766R
USC00392207        1944R
USC00392209        2097Q
USC00392231         933R
USC00392302        2635S
USC00392429        2642S
USC00392446        2733S
USC00392557        2834S
USC00392565        2259R
USC00392647        2701R
USC00392797        2455S
USC00392822        2761Q
USC00392852        2725S
USC00392927        2623S
USC00392984        2346S
USC00393029        2931S
USC00393069        2679S
USC00393076        3112R
USC00393217        2700S
USC00393294        2348R
USC00393302        2684Q
USC00393316        2377R
USC00393452        2791S
USC00393574        2699R
USC00393608        2555R
USC00393764        2561Q
USC00393832        2739S
USC00393838        2413S
USC00393857        2679R
USC00393868        1829R
USC00393945        2292Q
USC00394007        2683C
USC00394037        2516R
USC00394184        3382S
USC00394206        2415S
USC00394343        1891R
USC00394516        3112S
USC00394596        2931C
USC00394671        2003Q
USC00394766        2922R
USC00394834        1841S
USC00394864        2516S
USC00394891        2250R
USC00394956        1924Q
USC00394983        2964S
USC00395048        2221R
USC00395090        2537R
USC00395154        2792R
USC00395228        2808R
USC00395281        2650R
USC00395285        1942R
USC00395325        2564S
USC00395360        2542Q
USC00395381        2565S
USC00395406        2381R
USC00395456        2470S
USC00395481        3151C
USC00395506        2901S
USC00395536        2514R
USC00395544        2837S
USC00395561        2640S
USC00395620        2765S
USC00395638        2684S
USC00395648        2778Q
USC00395669        3060Q
USC00395671        2873R
USC00395691        2725R
USC00395738        2602R
USC00395870        2064S
USC00395891        2974S
USC00396054        2491S
USC00396170        3008R
USC00396212        2670S
USC00396227        2804R
USC00396292        2710S
USC00396304        2583R
USC00396427        1351S
USC00396574        3121S
USC00396636        2648R
USC00396712        2611C
USC00396736        2676S
USC00396790        2670R
USC00396907        2265R
USC00396947        2321S
USC00396948        2627R
USC00397052        2587R
USC00397062        2275S
USC00397073        2305R
USC00397227         937R
USC00397277        2292R
USC00397326        2343Q
USC00397418        2423Q
USC00397545        2540S
USC00397569        2346Q
USC00397742        2531S
USC00397882        2972S
USC00397992        2551S
USC00398116        2265S
USC00398307        2626C
USC00398420        2408Q
USC00398472        3034C
USC00398528        2350R
USC00398622        3235S
USC00398652        2342R
USC00398767        3349C
USC00398911        2901R
USC00398930        2416Q
USC00398980        2588S
USC00399004        2439S
USC00399042        2718R
USC00399070        3012S
USC00399232        2789S
USC00399337        2387Q
USC00399347        2313R
USC00399355        2475Q
USC00399367        3087S
USC00399442        2869R
USC00399537        2485R
USC00400049        4728Q
USC00400081        3428S
USC00400137        4920S
USC00400284        4194S
USC00400669        4060R
USC00400705        4717R
USC00400876        4692C
USC00401039        4189Q
USC00401145        5055S
USC00401310        3920R
USC00401352        4587R
USC00401480        4468S
USC00401561        4093R
USC00401585        4031Q
USC00401587        4537R
USC00401640        4179Q
USC00401663        4287R
USC00401720        4094Q
USC00401790        4730S
USC00401795        4389Q
USC00401808        4426S
USC00401887        3478R
USC00401950        4956R
USC00401957        4311S
USC00402009        4026S
USC00402024        3779R
USC00402108        4813C
USC00402202        3599S
USC00402360        4344S
USC00402388        4008R
USC00402489        4332S
USC00402589        4434S
USC00402600        4489S
USC00402711        4567Q
USC00402806        3747S
USC00402934        3859R
USC00402989        4365Q
USC00403040        3577R
USC00403074        4828S
USC00403280        4554S
USC00403370        4354R
USC00403420        3704S
USC00403447        5260R
USC00403465        4185Q
USC00403636        4143Q
USC00403679        3953S
USC00403938        4353R
USC00404033        4309Q
USC00404223        4322R
USC00404417        4652S
USC00404561        4978S
USC00404568        4814Q
USC00404590        3538Q
USC00404613        3654R
USC00404858        4074S
USC00404871        4357R
USC00404876        4403S
USC00404946        4233S
USC00404987        4638S
USC00405035        4611R
USC00405040        3582R
USC00405089        4325S
USC00405108        4508R
USC00405118        4405Q
USC00405158        4560S
USC00405187        4297S
USC00405210        4678R
USC00405214        4449Q
USC00405278        4329R
USC00405332        4074S
USC00405358        4342R
USC00405431        4132R
USC00405525        4239Q
USC00405595        4087R
USC00405681        4716S
USC00405882        4674S
USC00405956        5130R
USC00405966        5237Q
USC00406012        4667R
USC00406162        3830R
USC00406170        3882R
USC00406180        3766Q
USC00406271        4053R
USC00406272        4084R
USC00406274        5245R
USC00406292        2993R
USC00406308        4424Q
USC00406328         819R
USC00406330        4622Q
USC00406340        4647R
USC00406371        4454S
USC00406435        4543S
USC00406471        4587R
USC00406493        3789R
USC00406534        4177S
USC00406619        3791S
USC00406806        4468R
USC00406829        3543R
USC00406977        4367S
USC00407015        4697R
USC00407141        3700Q
USC00407184        4224S
USC00407359        4437S
USC00407459        4384S
USC00407710        4797R
USC00407808        4278Q
USC00407834        3996R
USC00407884        3808R
USC00408065        4436R
USC00408108        5036R
USC00408160        4869S
USC00408179        4305R
USC00408184        4258R
USC00408246        4620S
USC00408405        3945S
USC00408414        4202R
USC00408445        3623R
USC00408522        4299R
USC00408540        3999Q
USC00408562        4396S
USC00408868        3668S
USC00408886        4388Q
USC00408916        4349R
USC00408953        4422Q
USC00409065        3469R
USC00409155        4307S
USC00409219        4434S
USC00409431        4286Q
USC00409434        3998Q
USC00409481        4387Q
USC00409492        4464R
USC00409493        4507Q
USC00409502        4212S
USC00409691        4428Q
USC00409709        4313Q
USC00409800        4291R
USC00409866        4243S
USC00410012        4245Q
USC00410013        5826Q
USC00410040        5958R
USC00410120        5718R
USC00410144        8380R
USC00410174        4854R
USC00410204        6817R
USC00410206        5446Q
USC00410225        7563S
USC00410235        6908S
USC00410248        5735R
USC00410257        7438S
USC00410268        6086R
USC00410305        7545R
USC00410313        5867S
USC00410337        6278R
USC00410345        8275Q
USC00410394        5703S
USC00410404        6036S
USC00410408        5733R
USC00410431        6642Q
USC00410433        6572Q
USC00410482        6339S
USC00410493        6104S
USC00410498        5666S
USC00410518        6292S
USC00410569        7654R
USC00410586        7262R
USC00410611        7030Q
USC00410613        7077R
USC00410639        7696S
USC00410655        6868Q
USC00410665        6408R
USC00410690        8115R
USC00410691        6123R
USC00410764        5610R
USC00410779        5730R
USC00410805        8089R
USC00410832        6121S
USC00410902        6221S
USC00410923        5432R
USC00410926        5563Q
USC00410950        7623R
USC00410958        4723S
USC00410984        5427R
USC00411000        4328S
USC00411007        7019R
USC00411013        6904R
USC00411017        5914S
USC00411033        3803S
USC00411042        6098R
USC00411048        6851S
USC00411063        5555R
USC00411128        4960C
USC00411138        6016R
USC00411246        5923R
USC00411250        6153S
USC00411267        3779Q
USC00411337        7958R
USC00411348        5369R
USC00411398        6175R
USC00411412        4404R
USC00411416        6746S
USC00411429        6556S
USC00411430        4267R
USC00411486        7901R
USC00411492        6419R
USC00411500        6112R
USC00411524        8233S
USC00411528        8346R
USC00411541        6656Q
USC00411578        6223C
USC00411596        6167R
USC00411649        4001R
USC00411651        8221R
USC00411663        7850S
USC00411671        7072Q
USC00411694        5224R
USC00411715        4742S
USC00411720        7693R
USC00411772        5453S
USC00411778        4090R
USC00411800        6154C
USC00411810        6421S
USC00411870        6529R
USC00411875        6268S
USC00411880        7301Q
USC00411903        5611R
USC00411911        7292R
USC00411934        6247R
USC00411956        6933R
USC00411974        5332R
USC00411995        5709R
USC00412011        8174Q
USC00412012        4711R
USC00412013        8207Q
USC00412019        6263S
USC00412082        5977R
USC00412114        6453R
USC00412121        4806S
USC00412125        7542Q
USC00412160        8395S
USC00412173        7402S
USC00412225        6338R
USC00412235        3394R
USC00412238        3708Q
USC00412266        7066S
USC00412334        5508Q
USC00412352        5583R
USC00412354        5037S
USC00412361        7402R
USC00412394        5638R
USC00412404        6108S
USC00412408        4760R
USC00412458        7807R
USC00412464        3859S
USC00412585        6505R
USC00412590        6495R
USC00412593        5945Q
USC00412598        5735R
USC00412617        4033R
USC00412677        6069R
USC00412679        7970R
USC00412715        5551R
USC00412741        5680Q
USC00412758        8831Q
USC00412786        7573Q
USC00412793        5744Q
USC00412794        4720R
USC00412809        5507Q
USC00412816        5522Q
USC00412820        7041S
USC00412902        5480R
USC00412906        8280R
USC00412950        8527Q
USC00413005        6088S
USC00413047        6143R
USC00413060        9143S
USC00413063        8094R
USC00413133        6125R
USC00413183        7198R
USC00413201        7176S
USC00413214        4648S
USC00413225        4341R
USC00413257        5864R
USC00413262        4405R
USC00413266        5291R
USC00413280        6210R
USC00413285        6349R
USC00413289        6227Q
USC00413299        7558R
USC00413321        6739R
USC00413329        6004S
USC00413340        7584S
USC00413341        8006R
USC00413368        3910S
USC00413411        6016R
USC00413420        5657R
USC00413445        5339R
USC00413485        5956R
USC00413507        6536S
USC00413546        5623R
USC00413591        5720R
USC00413614        5887R
USC00413618        7556S
USC00413622        7067S
USC00413668        5716S
USC00413675        5977Q
USC00413680        6191R
USC00413686        6669R
USC00413691        6096R
USC00413734        6327S
USC00413778        6058R
USC00413787        4070S
USC00413828        5443S
USC00413873        7233S
USC00413877        6022R
USC00413943        8807S
USC00413972        3963R
USC00413979        3610Q
USC00413992        5681S
USC00414058        8333S
USC00414077        6275Q
USC00414081        5950S
USC00414093        5706R
USC00414098        4114S
USC00414137        5794S
USC00414182        6338S
USC00414202        5693Q
USC00414254        7208Q
USC00414278        5600R
USC00414326        7725R
USC00414328        6919R
USC00414333        6954R
USC00414348        6790R
USC00414375        5468R
USC00414382        6773S
USC00414483        6033R
USC00414517        5682R
USC00414525        6256R
USC00414570        5326S
USC00414577        5792R
USC00414597        5980Q
USC00414605        6460S
USC00414670        5745R
USC00414696        7468R
USC00414705        6029S
USC00414710        5862Q
USC00414770        4893R
USC00414775        5660Q
USC00414782        6046S
USC00414792        6356R
USC00414903        7038S
USC00414911        9130R
USC00414931        5828S
USC00414950        7743S
USC00414967        5535R
USC00414974        5783R
USC00414976        5762R
USC00414979        6066R
USC00414980        5851R
USC00414982        5908S
USC00415013        4882S
USC00415018        6418R
USC00415048        7527S
