AQW00061705       15214C
USC00315356        5764S
USC00315743        6634S
USC00315771        7833C
USC00315820        8169Q
USC00315830        8778R
USC00315838        6765R
USC00315890        6107S
USC00315923        2793S
USC00315996        7005R
USC00316001        6517R
USC00316122        7132Q
USC00316256        6450S
USC00316341        5842S
USC00316349        8276R
USC00316422        7779Q
USC00316507        6733R
USC00316510        7268R
USC00316676        8295Q
USC00316805        5965R
USC00316853        8181S
USC00317056        7633R
USC00317074        7902S
USC00317079        7778R
USC00317170        8703Q
USC00317202        6991S
USC00317319        7411R
USC00317346        5683Q
USC00317516        6651R
USC00317548        6656R
USC00317615        7421S
USC00317618        6928S
USC00317656        7702S
USC00317813        8725Q
USC00317845        7168R
USC00317924        7299R
USC00317994        7492S
USC00318113        9095R
USC00318158        5502Q
USC00318221        4967Q
USC00318292        6375S
USC00318380        8121Q
USC00318448        4885R
USC00318492        6665R
USC00318500        7586R
USC00318519        7303R
USC00318694        4553S
USC00318744        7379S
USC00318964        7772S
USC00319026        8046Q
USC00319081        7524R
USC00319100        8485Q
USC00319123        6760C
USC00319147        5374S
USC00319357        8165R
USC00319423        8595S
USC00319440        7672S
USC00319461        8776Q
USC00319467        8475S
USC00319476        7965S
USC00319555        6633S
USC00319675        6527S
USC00319704        7205R
USC00320127        4098R
USC00320209        4197R
USC00320382        4013S
USC00320590        3985R
USC00320626        3133R
USC00320766        4182R
USC00320767        3925Q
USC00320817        3940Q
USC00320941        3539S
USC00320961        3442R
USC00320995        3821S
USC00321052        4148R
USC00321225        3996R
USC00321360        3667R
USC00321362        3928R
USC00321370        3869R
USC00321408        4088R
USC00321435        3491S
USC00321456        4150R
USC00321686        3963R
USC00321766        3644S
USC00321871        3834C
USC00322188        3709S
USC00322193        3884S
USC00322304        3803S
USC00322365        3829R
USC00322482        4007R
USC00322525        3380S
USC00322536        4257R
USC00322605        4305R
USC00322695        4240R
USC00322809        4068S
USC00322949        4004R
USC00323004        3936R
USC00323117        4221S
USC00323196        3353S
USC00323207        4249R
USC00323217        3878R
USC00323287        4165S
USC00323309        4117R
USC00323376        3681S
USC00323594        4276R
USC00323621        3982R
USC00323686        4116R
USC00323705        3904R
USC00323908        4213R
USC00323963        3615S
USC00324013        3805R
USC00324083        3795R
USC00324091        4034R
USC00324102        3711R
USC00324178        3820R
USC00324180        3966Q
USC00324203        4042R
USC00324343        3446R
USC00324418        3932S
USC00324571        4098S
USC00324646        3593S
USC00324722        3901R
USC00324937        4259S
USC00324958        3244S
USC00325013        3727R
USC00325078        3544R
USC00325186        4347Q
USC00325210        4143R
USC00325211        4060Q
USC00325220        4279R
USC00325479        4036S
USC00325638        3845R
USC00325660        3886R
USC00325710        4289S
USC00325730        3874S
USC00325754        4362S
USC00325764        3796R
USC00325813        4112R
USC00325848        3535R
USC00325993        3735S
USC00326015        4365R
USC00326025        3448R
USC00326155        3923S
USC00326255        3947S
USC00326315        3999S
USC00326365        3855S
USC00326620        4035R
USC00326857        4133R
USC00327027        3612S
USC00327047        4059R
USC00327281        3390R
USC00327311        4153S
USC00327530        4214C
USC00327585        3915Q
USC00327655        3443Q
USC00327664        3034S
USC00327704        3610S
USC00327986        3722R
USC00328276        3390S
USC00328366        3981R
USC00328415        3868R
USC00328660        4004Q
USC00328737        3927R
USC00328792        3653S
USC00328812        4082S
USC00328840        3798S
USC00328850        3955R
USC00328853        3545R
USC00328872        3916S
USC00328913        3597C
USC00328937        3807S
USC00328990        3606R
USC00329100        4446R
USC00329195        4027S
USC00329233        3791R
USC00329246        4282S
USC00329333        3888S
USC00329400        3403S
USC00329430        4361S
USC00329445        3313S
USC00329455        3780R
USC00329515        3733R
USC00330061        5504R
USC00330256        4931R
USC00330264        4822R
USC00330279        5450R
USC00330430        5257R
USC00330563        5293S
USC00330676        5614R
USC00330862        5074S
USC00331042        5013Q
USC00331072        5014S
USC00331152        4885R
USC00331175        5164Q
USC00331197        5805S
USC00331245        4484R
USC00331288        5593R
USC00331390        5543S
USC00331404        5256S
USC00331458        4393C
USC00331515        6015R
USC00331528        5829R
USC00331536        6112S
USC00331541        4851S
USC00331550        6124S
USC00331592        5743S
USC00331783        5788R
USC00331890        5367S
USC00331905        5409S
USC00332044        4748C
USC00332067        6231S
USC00332098        5235S
USC00332119        5481R
USC00332160        5066R
USC00332251        4605S
USC00332485        5516S
USC00332599        5601S
USC00332651        6089R
USC00332791        5517S
USC00332928        5732R
USC00332956        4674R
USC00332974        5254R
USC00332976        5348R
USC00333021        5098Q
USC00333029        7020S
USC00333375        5254S
USC00333500        5472S
USC00333722        5049R
USC00333758        5601S
USC00333780        4516S
USC00333874        5493S
USC00333987        5749R
USC00334004        5617R
USC00334189        5407S
USC00334260        4990R
USC00334383        5129R
USC00334403        5879R
USC00334551        5377S
USC00334672        5193R
USC00334681        5292R
USC00334874        4912S
USC00334927        5745S
USC00334942        5090S
USC00334979        5646S
USC00335041        5422S
USC00335188        6022Q
USC00335268        5944R
USC00335297        4884R
USC00335315        4822S
USC00335356        5454R
USC00335438        4896S
USC00335669        5196R
USC00335747        5196S
USC00335857        5071S
USC00335894        5172R
USC00335939        5653R
USC00336118        5133R
USC00336196        4962S
USC00336389        5325R
USC00336405        5272S
USC00336465        4996S
USC00336600        5872S
USC00336650        5750Q
USC00336781        6202S
USC00336882        5285R
USC00337120        5345R
USC00337559        5198Q
USC00337693        5229S
USC00337857        6320R
USC00337935        5349S
USC00338025        5386S
USC00338313        5302S
USC00338366        5626R
USC00338534        5233S
USC00338552        5340S
USC00338609        5413S
USC00338769        4608C
USC00338794        5690R
USC00338810        5555R
USC00338822        4876S
USC00338830        5853S
USC00338951        5858S
USC00339219        5518S
USC00339299        5302Q
USC00339312        4994S
USC00339361        5915R
USC00340010        7793Q
USC00340017        8122S
USC00340028        7075Q
USC00340179        8179S
USC00340184        8354S
USC00340193        6994R
USC00340224        7463S
USC00340256        8036R
USC00340292        8909R
USC00340332        6703R
USC00340391        8071Q
USC00340535        7582R
USC00340546        7270Q
USC00340567        7013R
USC00340593        6729S
USC00340755        7283S
USC00340782        7649R
USC00340818        7281R
USC00340830        7816S
USC00340908        6410S
USC00340980        8157R
USC00341144        7473S
USC00341162        8176Q
USC00341168        8211R
USC00341243        7108R
USC00341445        7351R
USC00341504        7757R
USC00341648        7896Q
USC00341684        7854R
USC00341706        8117R
USC00341724        7486S
USC00341745        8113S
USC00341750        8252S
USC00341828        7421S
USC00341902        7930R
USC00341909        7474R
USC00342011        8207Q
USC00342318        7781S
USC00342660        8219S
USC00342678        8389R
USC00342818        7400R
USC00342849        7419R
USC00342912        7606S
USC00342944        7350S
USC00342993        8572R
USC00343286        8253Q
USC00343304        6802S
USC00343353        8224R
USC00343358        6884R
USC00343489        7081S
USC00343497        7534R
USC00343628        6648S
USC00343740        7435S
USC00343821        7681S
USC00343871        7066R
USC00343884        8171R
USC00344001        7952R
USC00344019        7272S
USC00344055        7260S
USC00344098        7540Q
USC00344235        7908R
USC00344249        7909S
USC00344298        6900R
USC00344384        8048R
USC00344393        7130Q
USC00344451        7972R
USC00344567        7441R
USC00344573        6986S
USC00344672        7773S
USC00344766        6673R
USC00344812        7427R
USC00344861        7668S
USC00344975        7812R
USC00345063        8234R
USC00345216        7779R
USC00345468        8607S
USC00345509        7980S
USC00345522        8048S
USC00345563        8324S
USC00345693        8613S
USC00345713        8492R
USC00345779        7668S
USC00345855        7403R
USC00346130        7855S
USC00346139        7213S
USC00346278        6978S
USC00346386        7806R
USC00346485        7900R
USC00346629        7751S
USC00346638        8546S
USC00346670        7858R
USC00346729        7544Q
USC00346926        8078R
USC00346935        7700S
USC00347012        7750R
USC00347080        8278Q
USC00347254        7997R
USC00347309        7389R
USC00347327        7798R
USC00347390        7474R
USC00347579        7096R
USC00347862        7929S
USC00348042        8219S
USC00348285        7216R
USC00348380        8020S
USC00348501        7498S
USC00348506        7204R
USC00348677        7728R
USC00348708        7285S
USC00348769        7639Q
USC00349017        6772R
USC00349023        7893S
USC00349101        7176Q
USC00349203        7469R
USC00349247        8143R
USC00349278        8221R
USC00349364        7324S
USC00349395        8984S
USC00349404        7413S
USC00349422        7650S
USC00349445        7609R
USC00349629        8177S
USC00349634        8153R
USC00349724        7789Q
USC00350036        4336Q
USC00350118        3535R
USC00350145        4180Q
USC00350189        4983R
USC00350197        3905S
USC00350265        5717R
USC00350304        4721S
USC00350356        2695R
USC00350471        4658S
USC00350501        3615S
USC00350595        5163R
USC00350652        3884R
USC00350694        3430S
USC00350699        3558R
USC00350723        4372R
USC00350856        3528R
USC00350858        5480S
USC00350897        5161S
USC00351055        5155R
USC00351058        4871Q
USC00351067        2777S
USC00351174        4806R
USC00351433        4044S
USC00351448        5913S
USC00351546        2598R
USC00351574        3148S
USC00351643        4181S
USC00351682        4742S
USC00351765        3907S
USC00351836        4754S
USC00351862        4805S
USC00351877        4625R
USC00351897        4860R
USC00351902        4515S
USC00351914        4772Q
USC00351926        3924R
USC00351946        1674S
USC00352112        4915R
USC00352135        3661R
USC00352173        5165R
USC00352292        4444S
USC00352374        4538S
USC00352406        5324S
USC00352415        3802S
USC00352440        4629S
USC00352597        3811R
USC00352632        5232Q
USC00352633        5617R
USC00352675        2609R
USC00352678        3327R
USC00352693        5000S
USC00352800        4332Q
USC00352805        4754R
USC00352867        5116Q
USC00352876        4714R
USC00352973        4105Q
USC00352997        4766S
USC00353014        4177R
USC00353038        5002R
USC00353047        4646S
USC00353095        2384R
USC00353193        4513R
USC00353232        3507Q
USC00353356        4994R
USC00353402        2314S
USC00353445        5579R
USC00353542        3177R
USC00353604        4037S
USC00353692        3067R
USC00353770        4466S
USC00353818        5170R
USC00353827        4714S
USC00353847        5345R
USC00353908        5596R
USC00353995        3938R
USC00354003        4595S
USC00354060        3103S
USC00354098        5529R
USC00354126        4682S
USC00354133        5757R
USC00354175        3913R
USC00354291        4236S
USC00354329        3407R
USC00354411        4252R
USC00354506        4605R
USC00354606        4464S
USC00354622        4203S
USC00354670        3702S
USC00354721        5130R
USC00354732        4607R
USC00354776        2726S
USC00354811        4845S
USC00354819        5428Q
USC00354835        3377R
USC00355020        3670R
USC00355050        4892R
USC00355055        4922S
USC00355139        3769R
USC00355142        4199S
USC00355160        5095S
USC00355162        3644R
USC00355174        3736R
USC00355204        4692Q
USC00355221        3344S
USC00355258        3176R
USC00355335        4565R
USC00355362        4581Q
USC00355384        5000S
USC00355392        5484Q
USC00355424        4973R
USC00355515        3680R
USC00355545        4533R
USC00355593        5785S
USC00355638        3994R
USC00355641        4584R
USC00355681        5175Q
USC00355711        4814Q
USC00355734        4229S
USC00355945        5672Q
USC00356151        5194R
USC00356179        5132R
USC00356213        4257S
USC00356243        2891R
USC00356252        2290R
USC00356302        3650R
USC00356334        5680S
USC00356366        4217S
USC00356405        4921S
USC00356426        3903R
USC00356466        3902R
USC00356500        3368R
USC00356532        4965S
USC00356540        4655S
USC00356541        5300R
USC00356550        5171Q
USC00356634        4995S
USC00356655        4649R
USC00356749        5439R
USC00356750        5262R
USC00356784        4657S
USC00356820        5285R
USC00356853        3836R
USC00356883        4055R
USC00356907        4680S
USC00357160        4598R
USC00357169        5560S
USC00357208        4144R
USC00357277        4009S
USC00357310        4527R
USC00357331        5880S
USC00357391        5157R
USC00357466        4581R
USC00357554        2467R
USC00357631        3547R
USC00357641        3992R
USC00357675        2345S
USC00357736        4061R
USC00357809        3308R
USC00357817        3288R
USC00357823        4919S
USC00357857        3359R
USC00358007        2830R
USC00358029        3711R
USC00358095        4859S
USC00358173        4474S
USC00358246        2768R
USC00358407        5428R
USC00358420        3255R
USC00358466        3947S
USC00358481        5791R
USC00358494        4205S
USC00358498        4128Q
USC00358536        4259S
USC00358726        2831R
USC00358746        4053S
USC00358797        5195R
USC00358812        3483R
USC00358884        3542S
USC00358997        3785S
USC00359176        4766R
USC00359290        4426R
USC00359316        3097S
USC00359461        5307R
USC00359588        4247Q
USC00360132        4803Q
USC00360140        4748S
USC00360147        4788Q
USC00360409        3951Q
USC00360457        4868Q
USC00360560        4825Q
USC00360582        4310Q
USC00360656        5550S
USC00360763        5281R
USC00360785        5175R
USC00360868        3826R
USC00361004        4199R
USC00361080        4926R
USC00361139        4659R
USC00361212        4114S
USC00361301        4403Q
USC00361350        4086S
USC00361354        5588S
USC00361362        3683Q
USC00361480        3803Q
USC00361485        4316S
USC00361526        3648Q
USC00361534        3972R
USC00361591        5441R
USC00361705        4755S
USC00361719        4334R
USC00361790        4506R
USC00361802        4033Q
USC00361810        3619Q
USC00361838        4244R
USC00361920        5411Q
USC00362071        5045R
USC00362108        5124R
USC00362183        4569R
USC00362190        5615S
USC00362323        3905Q
USC00362470        4368S
USC00362537        5546R
USC00362574        5504Q
USC00362629        4516S
USC00362721        4749R
USC00362942        4786R
USC00363018        4157R
USC00363028        4662S
USC00363295        4579R
USC00363311        3912Q
USC00363437        5280R
USC00363451        5290R
USC00363488        6343R
USC00363526        4407R
USC00363632        5897R
USC00363662        5480R
USC00363665        5512R
USC00363698        5424R
USC00363758        4144S
USC00364019        5635R
USC00364076        5330R
USC00364159        4700Q
USC00364214        4792S
USC00364325        4420S
USC00364385        5687R
USC00364432        3660S
USC00364763        5614S
USC00364778        5620S
USC00364815        4055R
USC00364836        4881R
USC00364839        3928Q
USC00364853        4970R
USC00364896        5195S
USC00364976        5019R
USC00364992        5253S
USC00365050        4535R
USC00365109        5001S
USC00365212        5424Q
USC00365390        6533S
USC00365470        4539R
USC00365573        5319R
USC00365606        4556R
USC00365651        4722R
USC00365686        4197Q
USC00365790        4359Q
USC00365817        4584R
USC00365902        5436S
USC00365915        3852R
USC00366022        4420Q
USC00366042        4922R
USC00366194        5728S
USC00366233        4997S
USC00366238        5911R
USC00366297        5320R
USC00366370        6083R
USC00366508        5454R
USC00366649        3763Q
USC00366689        5108R
USC00366886        6839R
USC00366921        4312R
USC00366927        5624R
USC00367029        3626S
USC00367073        5694Q
USC00367103        3913Q
USC00367167        4264R
USC00367229        4624S
USC00367312        5318S
USC00367322        5820S
USC00367338        4984R
USC00367409        4904S
USC00367477        3977S
USC00367578        5008R
USC00367732        5970Q
USC00367782        5167R
USC00367931        5092C
USC00367938        5186R
USC00368011        4793R
USC00368073        5701S
USC00368184        4864S
USC00368308        4831Q
USC00368361        4327R
USC00368400        5233R
USC00368449        5037S
USC00368469        4682S
USC00368560        4197R
USC00368596        4841R
USC00368668        4932Q
USC00368868        4312R
USC00368873        4339R
USC00368888        4205S
USC00368905        4573S
USC00369050        5237S
USC00369103        5747R
USC00369298        4539S
USC00369318        4778R
USC00369367        5052R
USC00369408        3836R
USC00369464        5488R
USC00369735        5352R
USC00369933        5903S
USC00374266        4986S
USC00375215        4980R
USC00375270        4503S
USC00377581        5263R
USC00379423        4844Q
USC00380074        8723S
USC00380126        8852S
USC00380165        8147S
USC00380184        8678S
USC00380448        9235S
USC00380490        8591Q
USC00380559        9985R
USC00380635        7893Q
USC00380736        8202R
USC00380764        8882R
USC00381093        9548S
USC00381241        8594R
USC00381256        5531R
USC00381277        8064S
USC00381310        7765R
USC00381479        7607R
USC00381588        8043S
USC00381625        7121R
USC00381633        7705S
USC00381645        8258R
USC00381726        8997S
USC00381770        7659R
USC00381944        9816S
USC00381997        9001R
USC00382260        8485R
USC00382386        8159R
USC00382730        9785R
USC00382735        9744Q
USC00382757        8478Q
USC00383111        8712S
USC00383468        9082R
USC00383470        9045Q
USC00383730        8374Q
USC00383754        8137S
USC00383906        9284R
USC00383990        8234R
USC00384111        8499Q
USC00384169        9656R
USC00384581        5398Q
USC00384607        7988R
USC00384690        7468R
USC00384753        8693R
USC00384886        8808R
USC00385017        7838S
USC00385200        7974S
USC00385278        6741R
USC00385290        8109Q
USC00385306        8020R
USC00385493        8960R
USC00385509        8454R
USC00385628        8771R
USC00385633        8377S
USC00385658        8290Q
USC00385660        8318Q
USC00385946        9115R
USC00386114        8308Q
USC00386153        8354R
USC00386209        8247R
USC00386293        7016C
USC00386527        8504S
USC00386616        8239R
USC00386688        8266R
USC00386775        7950R
USC00386831        7460S
USC00386893        8946R
USC00387281        9195R
USC00387288        8666Q
USC00387589        6738R
USC00387631        8199S
USC00387666        8633S
USC00387683        8891Q
USC00387687        7465Q
USC00387722        8201C
USC00387885        7391R
USC00388188        7799R
USC00388405        9492R
USC00388426        9018R
USC00388440        8234S
USC00388472        6918Q
USC00388786        7700R
USC00388887        7352S
USC00388922        8903R
USC00389039        9120R
USC00389122        7720S
USC00389327        8263S
USC00389350        8397S
USC00389469        8973R
USC00389625        7614Q
USC00390043        4750S
USC00390120        4333Q
USC00390128        5239S
USC00390223        4009R
USC00390236        4465S
USC00390281        4522R
USC00390296        5267R
USC00390422        4192R
USC00390554        4806R
USC00390559        4756R
USC00390565        4201R
USC00390701        4514S
USC00390778        4908R
USC00391032        4725S
USC00391049        4729C
USC00391076        4155C
USC00391294        4225S
USC00391392        4940R
USC00391519        4023S
USC00391539        5139R
USC00391579        4812S
USC00391621        4876S
USC00391739        4217S
USC00391777        4170S
USC00391873        4246S
USC00391917        4360R
USC00391972        4653S
USC00392087        3529R
USC00392207        3732R
USC00392209        3999Q
USC00392231        2326R
USC00392302        4555S
USC00392429        4560S
USC00392446        4665S
USC00392557        4831S
USC00392565        4106R
USC00392647        4657R
USC00392797        4300S
USC00392822        4756Q
USC00392852        4694S
USC00392927        4528S
USC00392984        4181S
USC00393029        4936S
USC00393069        4740S
USC00393076        5160R
USC00393217        4614S
USC00393294        4157R
USC00393302        4590Q
USC00393316        4221R
USC00393452        4781S
USC00393574        4703R
USC00393608        4400R
USC00393764        4541Q
USC00393832        4687S
USC00393838        4275S
USC00393857        4630R
USC00393868        3673R
USC00393945        4123Q
USC00394007        4778C
USC00394037        4395R
USC00394184        5578S
USC00394206        4266S
USC00394343        3741R
USC00394516        5152S
USC00394596        4922C
USC00394671        3763Q
USC00394766        4917R
USC00394834        3632S
USC00394864        4425S
USC00394891        4030R
USC00394956        3639Q
USC00394983        5062S
USC00395048        4058R
USC00395090        4433R
USC00395154        4824R
USC00395228        4784R
USC00395281        4635R
USC00395285        3724R
USC00395325        4459S
USC00395360        4448Q
USC00395381        4481S
USC00395406        4199R
USC00395456        4311S
USC00395481        5232C
USC00395506        4913S
USC00395536        4361R
USC00395544        4836S
USC00395561        4557S
USC00395620        4758S
USC00395638        4661S
USC00395648        4713Q
USC00395669        5081Q
USC00395671        4857R
USC00395691        4634R
USC00395738        4527R
USC00395870        3900S
USC00395891        5008S
USC00396054        4406S
USC00396170        5025R
USC00396212        4670S
USC00396227        4840R
USC00396292        4631S
USC00396304        4608R
USC00396427        2955S
USC00396574        5208S
USC00396636        4578R
USC00396712        4496C
USC00396736        4644S
USC00396790        4573R
USC00396907        4107R
USC00396947        4257S
USC00396948        4676R
USC00397052        4461R
USC00397062        4133S
USC00397073        4181R
USC00397227        2337R
USC00397277        4098R
USC00397326        4157Q
USC00397418        4404Q
USC00397545        4388S
USC00397569        4208Q
USC00397742        4416S
USC00397882        5156S
USC00397992        4421S
USC00398116        4076S
USC00398307        4543C
USC00398420        4269Q
USC00398472        5066C
USC00398528        4190R
USC00398622        5354S
USC00398652        4155R
USC00398767        5478C
USC00398911        4919R
USC00398930        4237Q
USC00398980        4478S
USC00399004        4275S
USC00399042        4689R
USC00399070        5028S
USC00399232        4740S
USC00399337        4243Q
USC00399347        4291R
USC00399355        4342Q
USC00399367        5163S
USC00399442        4896R
USC00399537        4364R
USC00400049        7478Q
USC00400081        6009S
USC00400137        7769S
USC00400284        6914S
USC00400669        6655R
USC00400705        7542R
USC00400876        7500C
USC00401039        6870Q
USC00401145        7896S
USC00401310        6564R
USC00401352        7369R
USC00401480        7235S
USC00401561        6775R
USC00401585        6706Q
USC00401587        7358R
USC00401640        6864Q
USC00401663        7026R
USC00401720        6765Q
USC00401790        7491S
USC00401795        7131Q
USC00401808        7240S
USC00401887        6054R
USC00401950        7799R
USC00401957        7034S
USC00402009        6695S
USC00402024        6486R
USC00402108        7611C
USC00402202        6163S
USC00402360        7108S
USC00402388        6663R
USC00402489        7074S
USC00402589        7152S
USC00402600        7178S
USC00402711        7365Q
USC00402806        6356S
USC00402934        6540R
USC00402989        7080Q
USC00403040        6213R
USC00403074        7731S
USC00403280        7325S
USC00403370        7057R
USC00403420        6377S
USC00403447        8172R
USC00403465        6848Q
USC00403636        6770Q
USC00403679        6600S
USC00403938        7090R
USC00404033        7005Q
USC00404223        7065R
USC00404417        7403S
USC00404561        7797S
USC00404568        7608Q
USC00404590        6101Q
USC00404613        6209R
USC00404858        6759S
USC00404871        7081R
USC00404876        7130S
USC00404946        6950S
USC00404987        7405S
USC00405035        7411R
USC00405040        6167R
USC00405089        7083S
USC00405108        7215R
USC00405118        7143Q
USC00405158        7359S
USC00405187        7002S
USC00405210        7478R
USC00405214        7196Q
USC00405278        7057R
USC00405332        6748S
USC00405358        7085R
USC00405431        6881R
USC00405525        6946Q
USC00405595        6776R
USC00405681        7431S
USC00405882        7563S
USC00405956        7998R
USC00405966        8139Q
USC00406012        7405R
USC00406162        6491R
USC00406170        6489R
USC00406180        6397Q
USC00406271        6717R
USC00406272        6822R
USC00406274        8177R
USC00406292        5443R
USC00406308        7184Q
USC00406328        2578R
USC00406330        7422Q
USC00406340        7418R
USC00406371        7190S
USC00406435        7320S
USC00406471        7309R
USC00406493        6379R
USC00406534        6915S
USC00406619        6399S
USC00406806        7196R
USC00406829        6076R
USC00406977        7061S
USC00407015        7528R
USC00407141        6289Q
USC00407184        7019S
USC00407359        7137S
USC00407459        7142S
USC00407710        7599R
USC00407808        7048Q
USC00407834        6670R
USC00407884        6433R
USC00408065        7144R
USC00408108        7927R
USC00408160        7719S
USC00408179        7031R
USC00408184        6983R
USC00408246        7439S
USC00408405        6587S
USC00408414        6900R
USC00408445        6253R
USC00408522        7101R
USC00408540        6705Q
USC00408562        7077S
USC00408868        6204S
USC00408886        7154Q
USC00408916        7004R
USC00408953        7151Q
USC00409065        6081R
USC00409155        7084S
USC00409219        7108S
USC00409431        6984Q
USC00409434        6712Q
USC00409481        7108Q
USC00409492        7197R
USC00409493        7231Q
USC00409502        6928S
USC00409691        7251Q
USC00409709        6987Q
USC00409800        7110R
USC00409866        6962S
USC00410012        6977Q
USC00410013        8901Q
USC00410040        9135R
USC00410120        8785R
USC00410144       11929R
USC00410174        8007R
USC00410204       10273R
USC00410206        8397Q
USC00410225       11040S
USC00410235       10352S
USC00410248        8892R
USC00410257       10945S
USC00410268        9185R
USC00410305       11058R
USC00410313        8895S
USC00410337        9425R
USC00410345       11857Q
USC00410394        8718S
USC00410404        9224S
USC00410408        8827R
USC00410431        9966Q
USC00410433        9917Q
USC00410482        9576S
USC00410493        9260S
USC00410498        8845S
USC00410518        9504S
USC00410569       11159R
USC00410586       10726R
USC00410611       10471Q
USC00410613       10512R
USC00410639       11194S
USC00410655       10259Q
USC00410665        9692R
USC00410690       11644R
USC00410691        9292R
USC00410764        8831R
USC00410779        8878R
USC00410805       11632R
USC00410832        9373S
USC00410902        9518S
USC00410923        8427R
USC00410926        8528Q
USC00410950       11067R
USC00410958        7497S
USC00410984        8410R
USC00411000        6978S
USC00411007       10467R
USC00411013       10309R
USC00411017        9109S
USC00411033        6395S
USC00411042        9173R
USC00411048       10200S
USC00411063        8564R
USC00411128        7894C
USC00411138        9172R
USC00411246        9058R
USC00411250        9415S
USC00411267        6351Q
USC00411337       11473R
USC00411348        8484R
USC00411398        9480R
USC00411412        7018R
USC00411416       10172S
USC00411429        9910S
USC00411430        6915R
USC00411486       11391R
USC00411492        9709R
USC00411500        9322R
USC00411524       11737S
USC00411528       11872R
USC00411541        9966Q
USC00411578        9461C
USC00411596        9405R
USC00411649        6533R
USC00411651       11793R
USC00411663       11369S
USC00411671       10493Q
USC00411694        8110R
USC00411715        7989S
USC00411720       11166R
USC00411772        8485S
USC00411778        6713R
USC00411800        9324C
USC00411810        9756S
USC00411870        9874R
USC00411875        9486S
USC00411880       10804Q
USC00411903        8642R
USC00411911       10722R
USC00411934        9452R
USC00411956       10327R
USC00411974        8330R
USC00411995        8655R
USC00412011       11739Q
USC00412012        7702R
USC00412013       11809Q
USC00412019        9470S
USC00412082        9187R
USC00412114        9729R
USC00412121        7674S
USC00412125       11003Q
USC00412160       11954S
USC00412173       10870S
USC00412225        9541R
USC00412235        5783R
USC00412238        6176Q
USC00412266       10511S
USC00412334        8529Q
USC00412352        8670R
USC00412354        8044S
USC00412361       10857R
USC00412394        8641R
USC00412404        9245S
USC00412408        7691R
USC00412458       11308R
USC00412464        6453S
USC00412585        9825R
USC00412590        9806R
USC00412593        9056Q
USC00412598        8846R
USC00412617        6605R
USC00412677        9226R
USC00412679       11476R
USC00412715        8595R
USC00412741        8798Q
USC00412758       12432Q
USC00412786       11076Q
USC00412793        8928Q
USC00412794        7728R
USC00412809        8647Q
USC00412816        8674Q
USC00412820       10413S
USC00412902        8547R
USC00412906       11808R
USC00412950       12113Q
USC00413005        9271S
USC00413047        9339R
USC00413060       12726S
USC00413063       11622R
USC00413133        9301R
USC00413183       10619R
USC00413201       10598S
USC00413214        7430S
USC00413225        6977R
USC00413257        9039R
USC00413262        7522R
USC00413266        8347R
USC00413280        9469R
USC00413285        9553R
USC00413289        9391Q
USC00413299       11015R
USC00413321       10093R
USC00413329        9252S
USC00413340       11098S
USC00413341       11510R
USC00413368        6552S
USC00413411        9199R
USC00413420        8695R
USC00413445        8352R
USC00413485        9122R
USC00413507        9843S
USC00413546        8721R
USC00413591        8806R
USC00413614        9079R
USC00413618       11049S
USC00413622       10470S
USC00413668        8751S
USC00413675        9048Q
USC00413680        9320R
USC00413686        9996R
USC00413691        9238R
USC00413734        9508S
USC00413778        9322R
USC00413787        6603S
USC00413828        8390S
USC00413873       10668S
USC00413877        9191R
USC00413943       12394S
USC00413972        6600R
USC00413979        6090Q
USC00413992        8691S
USC00414058       11864S
USC00414077        9527Q
USC00414081        9135S
USC00414093        8697R
USC00414098        6757S
USC00414137        8907S
USC00414182        9576S
USC00414202        8785Q
USC00414254       10667Q
USC00414278        8696R
USC00414326       11226R
USC00414328       10365R
USC00414333       10427R
USC00414348       10164R
USC00414375        8615R
USC00414382       10117S
USC00414483        9204R
USC00414517        8707R
USC00414525        9505R
USC00414570        8265S
USC00414577        8919R
USC00414597        9089Q
USC00414605        9749S
USC00414670        8923R
USC00414696       10931R
USC00414705        9179S
USC00414710        9026Q
USC00414770        7976R
USC00414775        8804Q
USC00414782        9299S
USC00414792        9615R
USC00414903       10421S
USC00414911       12724R
USC00414931        9036S
USC00414950       11234S
USC00414967        8556R
USC00414974        8888R
USC00414976        8867R
USC00414979        9190R
USC00414980        8929R
USC00414982        8927S
USC00415013        7791S
USC00415018        9665R
USC00415048       10958S
USC00415060       12498S
USC00415094        9399R
USC00415120        8859Q
USC00415183        7445S
USC00415193        9963S
USC00415196       10407R
USC00415247        6769S
USC00415265        7343S
USC00415271       10276S
USC00415272        9994S
USC00415341        9340R
USC00415344        9310Q
USC00415415        9100R
USC00415429       10188S
USC00415435       10027Q
USC00415454       11014R
USC00415477        9884S
USC00415579        7953R
USC00415596        6902R
USC00415611        9761S
USC00415618        9204S
USC00415650        8911R
USC00415658        8262S
USC00415659       10569S
USC00415661       11419R
USC00415701       12640R
USC00415707        9644R
USC00415721       12524S
USC00415742        9491R
USC00415757        9383S
USC00415766        8212R
USC00415770        7533S
USC00415821        8024S
USC00415822        8605S
USC00415836       12055Q
USC00415852        8604Q
USC00415869        9567R
USC00415875        6815R
USC00415888        8670R
USC00415891        9443S
USC00415954        9213Q
USC00415956        8797R
USC00415972       12872R
USC00415999        9118R
USC00416074        7280S
USC00416104        7122S
USC00416108        8649S
USC00416119        8585S
USC00416135        6549S
USC00416137        7005S
